x,y
0,0
time,x,y
0,0,0
0.001,6.98204e-05,0
0.002,0.000209461,0
0.003,0.000349102,0
0.004,0.000488743,0
0.005,0.000628384,0
0.006,0.000768025,0
0.007,0.000907666,0
0.008,0.00104731,0
0.009,0.00118695,0
0.01,0.00132659,0
0.011,0.00146623,0
0.012,0.00160587,0
0.013,0.00174551,0
0.014,0.00188515,0
0.015,0.00202479,0
0.016,0.00216443,0
0.017,0.00230408,0
0.018,0.00244372,0
0.019,0.00258336,0
0.02,0.002723,0
0.021,0.00286264,0
0.022,0.00300228,0
0.023,0.00314192,0
0.024,0.00328156,0
0.025,0.00342121,0
0.026,0.00356085,0
0.027,0.00370049,0
0.028,0.00384013,0
0.029,0.00397977,0
0.03,0.00411941,0
0.031,0.00425905,0
0.032,0.0043987,0
0.033,0.00453834,0
0.034,0.00467798,0
0.035,0.00481762,0
0.036,0.00495726,0
0.037,0.0050969,0
0.038,0.00523655,0
0.039,0.00537619,0
0.04,0.00551583,0
0.041,0.00565547,0
0.042,0.00579512,0
0.043,0.00593476,0
0.044,0.0060744,0
0.045,0.00621404,0
0.046,0.00635369,0
0.047,0.00649333,0
0.048,0.00663297,0
0.049,0.00677261,0
0.05,0.00691226,0
0.051,0.0070519,0
0.052,0.00719154,0
0.053,0.00733119,0
0.054,0.00747083,0
0.055,0.00761047,0
0.056,0.00775012,0
0.057,0.00788976,0
0.058,0.0080294,0
0.059,0.00816905,0
0.06,0.00830869,0
0.061,0.00844833,0
0.062,0.00858798,0
0.063,0.00872762,0
0.064,0.00886727,0
0.065,0.00900691,0
0.066,0.00914655,0
0.067,0.0092862,0
0.068,0.00942584,0
0.069,0.00956549,0
0.07,0.00970513,0
0.071,0.00984478,0
0.072,0.00998442,0
0.073,0.0101241,0
0.074,0.0102637,0
0.075,0.0104034,0
0.076,0.010543,0
0.077,0.0106827,0
0.078,0.0108223,0
0.079,0.0109619,0
0.08,0.0111016,0
0.081,0.0112412,0
0.082,0.0113809,0
0.083,0.0115205,0
0.084,0.0116602,0
0.085,0.0117998,0
0.086,0.0119395,0
0.087,0.0120791,0
0.088,0.0122188,0
0.089,0.0123584,0
0.09,0.0124981,0
