x,y
0,0
time,x,y
0,0,0
0.001,4.80521e-05,0
0.002,0.000144156,0
0.003,0.000240261,0
0.004,0.000336365,0
0.005,0.000432469,0
0.006,0.000528574,0
0.007,0.000624678,0
0.008,0.000720782,0
0.009,0.000816887,0
0.01,0.000912991,0
0.011,0.0010091,0
0.012,0.0011052,0
0.013,0.0012013,0
0.014,0.00129741,0
0.015,0.00139351,0
0.016,0.00148962,0
0.017,0.00158572,0
0.018,0.00168183,0
0.019,0.00177793,0
0.02,0.00187404,0
0.021,0.00197014,0
0.022,0.00206625,0
0.023,0.00216235,0
0.024,0.00225846,0
0.025,0.00235456,0
0.026,0.00245067,0
0.027,0.00254678,0
0.028,0.00264288,0
0.029,0.00273899,0
0.03,0.00283509,0
0.031,0.0029312,0
0.032,0.0030273,0
0.033,0.00312341,0
0.034,0.00321952,0
0.035,0.00331562,0
0.036,0.00341173,0
0.037,0.00350784,0
0.038,0.00360394,0
0.039,0.00370005,0
0.04,0.00379616,0
0.041,0.00389226,0
0.042,0.00398837,0
0.043,0.00408448,0
0.044,0.00418059,0
0.045,0.00427669,0
0.046,0.0043728,0
0.047,0.00446891,0
0.048,0.00456502,0
0.049,0.00466113,0
0.05,0.00475724,0
0.051,0.00485335,0
0.052,0.00494945,0
0.053,0.00504556,0
0.054,0.00514167,0
0.055,0.00523778,0
0.056,0.00533389,0
0.057,0.00543,0
0.058,0.00552611,0
0.059,0.00562222,0
0.06,0.00571833,0
0.061,0.00581444,0
0.062,0.00591056,0
0.063,0.00600667,0
0.064,0.00610278,0
0.065,0.00619889,0
0.066,0.006295,0
0.067,0.00639111,0
0.068,0.00648723,0
0.069,0.00658334,0
0.07,0.00667945,0
0.071,0.00677557,0
0.072,0.00687168,0
0.073,0.00696779,0
0.074,0.00706391,0
0.075,0.00716002,0
0.076,0.00725614,0
0.077,0.00735225,0
0.078,0.00744837,0
0.079,0.00754448,0
0.08,0.0076406,0
0.081,0.00773671,0
0.082,0.00783283,0
0.083,0.00792895,0
0.084,0.00802506,0
0.085,0.00812118,0
0.086,0.0082173,0
0.087,0.00831341,0
0.088,0.00840953,0
0.089,0.00850565,0
0.09,0.00860177,0
