time,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
0,0.0625,0.108253,0.3125,0.108253,0.5625,0.108253,0.2075,0.32476,0.4575,0.32476,0.7075,0.32476,0.0625,0.541266,0.3125,0.541266,0.5625,0.541266,0.1875,0.757772,0.4375,0.757772,0.6875,0.757772
0.001,0.0625,0.108253,0.3125,0.108253,0.5625,0.108253,0.2075,0.32476,0.4575,0.32476,0.7075,0.32476,0.0625,0.541266,0.3125,0.541266,0.5625,0.541266,0.1875,0.757772,0.4375,0.757772,0.6875,0.757772
0.002,0.0624999,0.108251,0.3125,0.108251,0.562501,0.108251,0.207499,0.324758,0.457499,0.324758,0.707499,0.324758,0.0624999,0.541268,0.3125,0.541268,0.562501,0.541268,0.187499,0.757774,0.437501,0.757774,0.687501,0.757774
0.003,0.0625009,0.108251,0.312501,0.108251,0.562502,0.108251,0.207497,0.324758,0.457497,0.324758,0.707497,0.324758,0.0625009,0.541268,0.312501,0.541268,0.562502,0.541268,0.187499,0.757774,0.437501,0.757774,0.687501,0.757774
0.004,0.0625029,0.108253,0.312503,0.108253,0.562503,0.108253,0.207495,0.32476,0.457495,0.32476,0.707495,0.32476,0.0625029,0.541266,0.312503,0.541266,0.562503,0.541266,0.1875,0.757772,0.4375,0.757772,0.6875,0.757772
0.005,0.0625048,0.108256,0.312505,0.108256,0.562504,0.108256,0.207491,0.324763,0.457491,0.324763,0.707491,0.324763,0.0625048,0.541263,0.312505,0.541263,0.562504,0.541263,0.187502,0.757769,0.437499,0.757769,0.687499,0.757769
0.006,0.0625066,0.108258,0.312507,0.108258,0.562504,0.108258,0.207487,0.324765,0.457487,0.324765,0.707487,0.324765,0.0625066,0.541261,0.312507,0.541261,0.562504,0.541261,0.187505,0.757767,0.4375,0.757767,0.6875,0.757767
0.007,0.0625083,0.108258,0.312508,0.108258,0.562506,0.108258,0.207481,0.324765,0.457481,0.324765,0.707481,0.324765,0.0625083,0.541261,0.312508,0.541261,0.562506,0.541261,0.187507,0.757767,0.437502,0.757767,0.687502,0.757767
0.008,0.06251,0.108256,0.31251,0.108256,0.562509,0.108256,0.207475,0.324763,0.457475,0.324763,0.707475,0.324763,0.06251,0.541263,0.31251,0.541263,0.562509,0.541263,0.187507,0.757769,0.437505,0.757769,0.687505,0.757769
0.009,0.0625116,0.108253,0.312512,0.108253,0.562512,0.108253,0.207468,0.32476,0.457468,0.32476,0.707468,0.32476,0.0625116,0.541267,0.312512,0.541267,0.562512,0.541267,0.187509,0.757772,0.437509,0.757772,0.687509,0.757772
0.01,0.0625131,0.108251,0.312513,0.108251,0.562514,0.108251,0.20746,0.324756,0.45746,0.324758,0.70746,0.324754,0.0625131,0.541268,0.312513,0.541268,0.562514,0.541268,0.187512,0.757775,0.437514,0.757776,0.687514,0.757776
0.011,0.0625156,0.10825,0.312516,0.10825,0.562517,0.10825,0.207451,0.324754,0.457451,0.324758,0.707451,0.324751,0.0625156,0.541269,0.312516,0.541269,0.562517,0.541269,0.187516,0.757776,0.437518,0.757778,0.687518,0.757779
0.012,0.0625192,0.108252,0.312519,0.108252,0.562519,0.108252,0.207441,0.324753,0.457441,0.32476,0.707441,0.324749,0.0625192,0.541267,0.312519,0.541267,0.562519,0.541267,0.187521,0.757775,0.437521,0.757779,0.687521,0.757779
0.013,0.0625238,0.108255,0.312524,0.108255,0.562523,0.108255,0.20743,0.324755,0.45743,0.324763,0.70743,0.324749,0.0625238,0.541264,0.312524,0.541264,0.562523,0.541264,0.187525,0.757773,0.437522,0.757777,0.687522,0.757778
0.014,0.0625283,0.108257,0.312528,0.108257,0.562527,0.108257,0.207419,0.324758,0.457419,0.324767,0.707419,0.324751,0.0625283,0.541262,0.312528,0.541262,0.562527,0.541262,0.187527,0.75777,0.437525,0.757774,0.687525,0.757775
0.015,0.0625327,0.108256,0.312533,0.108256,0.562532,0.108256,0.207406,0.324761,0.457406,0.324769,0.707406,0.324754,0.0625327,0.541263,0.312533,0.541263,0.562532,0.541263,0.187531,0.757768,0.437529,0.757771,0.687529,0.757772
0.016,0.0625371,0.108254,0.312537,0.108254,0.562536,0.108254,0.207393,0.324763,0.457393,0.32477,0.707393,0.32476,0.0625371,0.541265,0.312537,0.541265,0.562536,0.541265,0.187535,0.757766,0.437533,0.757768,0.687533,0.757769
0.017,0.0625414,0.108251,0.312541,0.108251,0.56254,0.108251,0.207378,0.324763,0.457378,0.324769,0.707378,0.324763,0.0625414,0.541268,0.312541,0.541268,0.56254,0.541268,0.187541,0.757766,0.437539,0.757767,0.687539,0.757768
0.018,0.0625456,0.108249,0.312546,0.108249,0.562546,0.108249,0.207363,0.324761,0.457363,0.324766,0.707363,0.324765,0.0625456,0.54127,0.312546,0.54127,0.562546,0.54127,0.187546,0.757768,0.437546,0.757768,0.687546,0.757768
0.019,0.0625508,0.108248,0.312551,0.108248,0.562552,0.108248,0.207347,0.324758,0.457347,0.324762,0.707347,0.324765,0.0625508,0.541271,0.312551,0.541271,0.562552,0.541271,0.187549,0.757771,0.437551,0.75777,0.687551,0.75777
0.02,0.0625571,0.10825,0.312557,0.10825,0.562558,0.10825,0.20733,0.324754,0.45733,0.324756,0.70733,0.324763,0.0625571,0.541269,0.312557,0.541269,0.562558,0.541269,0.187554,0.757775,0.437556,0.757774,0.687556,0.757774
0.021,0.0625633,0.108253,0.312563,0.108253,0.562564,0.108253,0.207312,0.324752,0.457312,0.324751,0.707312,0.32476,0.0625633,0.541266,0.312563,0.541266,0.562564,0.541266,0.187559,0.757778,0.437562,0.757778,0.687562,0.757777
0.022,0.0625694,0.108258,0.312569,0.108258,0.56257,0.108258,0.207293,0.324751,0.457293,0.324749,0.707293,0.324758,0.0625694,0.541262,0.312569,0.541262,0.56257,0.541262,0.187566,0.757779,0.437568,0.757779,0.687568,0.757779
0.023,0.0625754,0.108261,0.312575,0.108261,0.562577,0.108261,0.207273,0.324753,0.457273,0.324748,0.707273,0.324758,0.0625754,0.541259,0.312575,0.541259,0.562577,0.541259,0.187574,0.757779,0.437576,0.757779,0.687576,0.757779
0.024,0.0625824,0.108262,0.312582,0.108262,0.562582,0.108262,0.207253,0.324755,0.457253,0.324748,0.707253,0.32476,0.0625824,0.541257,0.312582,0.541257,0.562582,0.541257,0.187582,0.757777,0.437582,0.757778,0.687582,0.757777
